timestamp,open,high,low,close,volume
2025-10-09T13:30:00Z,61.900001525878906,62.27000045776367,61.25,61.595001220703125,3333875
2025-10-09T13:31:00Z,61.68000030517578,61.70000076293945,60.599998474121094,60.84880065917969,641990
2025-10-09T13:32:00Z,60.82600021362305,61.290000915527344,60.619998931884766,60.79999923706055,407845
2025-10-09T13:33:00Z,60.79999923706055,61.150001525878906,60.70000076293945,60.90999984741211,334916
2025-10-09T13:34:00Z,60.88999938964844,60.95709991455078,60.400001525878906,60.709999084472656,357901
2025-10-09T13:35:00Z,60.720001220703125,61.189998626708984,60.52000045776367,60.61000061035156,363253
2025-10-09T13:36:00Z,60.62919998168945,61.15999984741211,60.52000045776367,61.095001220703125,222573
2025-10-09T13:37:00Z,61.10499954223633,61.209999084472656,60.88999938964844,61.01499938964844,122833
2025-10-09T13:38:00Z,60.97999954223633,61.27000045776367,60.92499923706055,61.074798583984375,212433
2025-10-09T13:39:00Z,61.073001861572266,61.18000030517578,60.52000045776367,60.72909927368164,348575
2025-10-09T13:40:00Z,60.70500183105469,60.83000183105469,60.5099983215332,60.68000030517578,243725
2025-10-09T13:41:00Z,60.65010070800781,61.01499938964844,60.4900016784668,60.91999816894531,186587
2025-10-09T13:42:00Z,60.9385986328125,61.099998474121094,60.75,60.77000045776367,133027
2025-10-09T13:43:00Z,60.760101318359375,60.94200134277344,60.70000076293945,60.78499984741211,68287
2025-10-09T13:44:00Z,60.81999969482422,60.880001068115234,60.70000076293945,60.722999572753906,63662
2025-10-09T13:45:00Z,60.709999084472656,60.970001220703125,60.630001068115234,60.70000076293945,88332
2025-10-09T13:46:00Z,60.72999954223633,60.900001525878906,60.65999984741211,60.72999954223633,117247
2025-10-09T13:47:00Z,60.709999084472656,60.7400016784668,60.5,60.68000030517578,110029
2025-10-09T13:48:00Z,60.68000030517578,60.93000030517578,60.660499572753906,60.78499984741211,101524
2025-10-09T13:49:00Z,60.83000183105469,60.86000061035156,60.630001068115234,60.779998779296875,61944
2025-10-09T13:50:00Z,60.762001037597656,60.9900016784668,60.66999816894531,60.9900016784668,108161
2025-10-09T13:51:00Z,60.97600173950195,61.29999923706055,60.904998779296875,61.040199279785156,214081
2025-10-09T13:52:00Z,61.040000915527344,61.161598205566406,60.90999984741211,60.935001373291016,94337
2025-10-09T13:53:00Z,60.939998626708984,61.150001525878906,60.7599983215332,61.130001068115234,107893
2025-10-09T13:54:00Z,61.14500045776367,61.279998779296875,61.029998779296875,61.084999084472656,138674
2025-10-09T13:55:00Z,61.09000015258789,61.130001068115234,60.86009979248047,60.915000915527344,74976
2025-10-09T13:56:00Z,60.915000915527344,61.2599983215332,60.900001525878906,61.220001220703125,123121
2025-10-09T13:57:00Z,61.21500015258789,61.369998931884766,61.16999816894531,61.352699279785156,100843
2025-10-09T13:58:00Z,61.349998474121094,61.459999084472656,61.060001373291016,61.09000015258789,156769
2025-10-09T13:59:00Z,61.078800201416016,61.08000183105469,60.93000030517578,61.0099983215332,115641
2025-10-09T14:00:00Z,61.005001068115234,61.029998779296875,60.70000076293945,60.73500061035156,165440
2025-10-09T14:01:00Z,60.724998474121094,60.9385986328125,60.690399169921875,60.86320114135742,138935
2025-10-09T14:02:00Z,60.86000061035156,61.15999984741211,60.689998626708984,61.119998931884766,100478
2025-10-09T14:03:00Z,61.150001525878906,61.16429901123047,60.91550064086914,61.02000045776367,92712
2025-10-09T14:04:00Z,61.0099983215332,61.02000045776367,60.86000061035156,60.9900016784668,89688
2025-10-09T14:05:00Z,61.0,61.0,60.709999084472656,60.744998931884766,67340
2025-10-09T14:06:00Z,60.744998931884766,60.939998626708984,60.70000076293945,60.86759948730469,80794
2025-10-09T14:07:00Z,60.88855743408203,61.029998779296875,60.81999969482422,60.84000015258789,112557
2025-10-09T14:08:00Z,60.81999969482422,60.83359909057617,60.52000045776367,60.529998779296875,125564
2025-10-09T14:09:00Z,60.54999923706055,60.61000061035156,60.31999969482422,60.334999084472656,181982
2025-10-09T14:10:00Z,60.31999969482422,60.4900016784668,60.19499969482422,60.3650016784668,198774
2025-10-09T14:11:00Z,60.380001068115234,60.470001220703125,60.369998931884766,60.400001525878906,94775
2025-10-09T14:12:00Z,60.419898986816406,60.58000183105469,60.404998779296875,60.470001220703125,128709
2025-10-09T14:13:00Z,60.47999954223633,60.525001525878906,60.349998474121094,60.459999084472656,102863
2025-10-09T14:14:00Z,60.439998626708984,60.5,60.099998474121094,60.27320098876953,129154
2025-10-09T14:15:00Z,60.25170135498047,60.400001525878906,60.2052001953125,60.2599983215332,117512
2025-10-09T14:16:00Z,60.27280044555664,60.29999923706055,60.099998474121094,60.099998474121094,75053
2025-10-09T14:17:00Z,60.099998474121094,60.20000076293945,60.040000915527344,60.099998474121094,122403
2025-10-09T14:18:00Z,60.09000015258789,60.27000045776367,59.93000030517578,60.2400016784668,344243
2025-10-09T14:19:00Z,60.22999954223633,60.27000045776367,60.150001525878906,60.20000076293945,106043
2025-10-09T14:20:00Z,60.15999984741211,60.1890983581543,59.90999984741211,59.944698333740234,345087
2025-10-09T14:21:00Z,59.95000076293945,59.9900016784668,59.72999954223633,59.775001525878906,167336
2025-10-09T14:22:00Z,59.77159881591797,59.814998626708984,59.709999084472656,59.78499984741211,90186
2025-10-09T14:23:00Z,59.790000915527344,59.790000915527344,59.38999938964844,59.400001525878906,177061
2025-10-09T14:24:00Z,59.38999938964844,59.459999084472656,59.279998779296875,59.32630157470703,146141
2025-10-09T14:25:00Z,59.3213005065918,59.34939956665039,59.12009811401367,59.18000030517578,135010
2025-10-09T14:26:00Z,59.17409896850586,59.279998779296875,59.029998779296875,59.06999969482422,116229
2025-10-09T14:27:00Z,59.09000015258789,59.209999084472656,58.94029998779297,59.029998779296875,229094
2025-10-09T14:28:00Z,59.04999923706055,59.40999984741211,59.04999923706055,59.36000061035156,209638
2025-10-09T14:29:00Z,59.36000061035156,59.38999938964844,59.24039840698242,59.279998779296875,59110
2025-10-09T14:30:00Z,59.290000915527344,59.51959991455078,59.268699645996094,59.400001525878906,118839
2025-10-09T14:31:00Z,59.419898986816406,59.470001220703125,59.334999084472656,59.400001525878906,67736
2025-10-09T14:32:00Z,59.38999938964844,59.40999984741211,59.279998779296875,59.375,60851
2025-10-09T14:33:00Z,59.38090133666992,59.439998626708984,59.12009811401367,59.2400016784668,84695
2025-10-09T14:34:00Z,59.244998931884766,59.61000061035156,59.17620086669922,59.58000183105469,94167
2025-10-09T14:35:00Z,59.58000183105469,59.73429870605469,59.558998107910156,59.70000076293945,91028
2025-10-09T14:36:00Z,59.720001220703125,60.109901428222656,59.68009948730469,60.06760025024414,224347
2025-10-09T14:37:00Z,60.050899505615234,60.13999938964844,59.92250061035156,60.10900115966797,129381
2025-10-09T14:38:00Z,60.099998474121094,60.220001220703125,60.04999923706055,60.150001525878906,148137
2025-10-09T14:39:00Z,60.13029861450195,60.15480041503906,59.959999084472656,59.959999084472656,86142
2025-10-09T14:40:00Z,59.97999954223633,60.099998474121094,59.84000015258789,59.98360061645508,117148
